buyer_tax_id,buyer_name,buyer_name_en,buyer_type,year,contracts,value_amd,single_source_contracts,single_source_value_amd,single_source_share_of_count_pct,single_source_share_of_value_pct,buyer_total_value_2018_2026_amd,buyer_single_source_value_2018_2026_amd,buyer_single_source_share_2018_2026_pct,rank_by_single_source_value_2024_2026
01522459,«Բարձրավոլտ Էլեկտրացանցեր» ՓԲԸ,,OTHER,2020,97,213102693,0,0,0,0,4478104425,270596816,6.04,48
01522459,«Բարձրավոլտ Էլեկտրացանցեր» ՓԲԸ,,OTHER,2021,101,805990006,0,0,0,0,4478104425,270596816,6.04,48
01522459,«Բարձրավոլտ Էլեկտրացանցեր» ՓԲԸ,,OTHER,2022,120,285918324,0,0,0,0,4478104425,270596816,6.04,48
01522459,«Բարձրավոլտ Էլեկտրացանցեր» ՓԲԸ,,OTHER,2023,138,286312002,0,0,0,0,4478104425,270596816,6.04,48
01522459,«Բարձրավոլտ Էլեկտրացանցեր» ՓԲԸ,,OTHER,2024,83,477971161,3,215500377,3.61,45.09,4478104425,270596816,6.04,48
01522459,«Բարձրավոլտ Էլեկտրացանցեր» ՓԲԸ,,OTHER,2025,84,1714441363,0,0,0,0,4478104425,270596816,6.04,48
01522459,«Բարձրավոլտ Էլեկտրացանցեր» ՓԲԸ,,OTHER,2026,64,118674451,13,6027439,20.31,5.08,4478104425,270596816,6.04,48
02705793,ՀՀ  միջուկային անվտանգության կարգավորման  կոմիտե,Committee for regulation of nuclear safety of the Republic of Armenia,GOVERNMENTAL,2018,25,74055625,22,70412335,88,95.08,683864729,642878078,94.01,49
02705793,ՀՀ  միջուկային անվտանգության կարգավորման  կոմիտե,Committee for regulation of nuclear safety of the Republic of Armenia,GOVERNMENTAL,2019,31,80567634,28,71324417,90.32,88.53,683864729,642878078,94.01,49
02705793,ՀՀ  միջուկային անվտանգության կարգավորման  կոմիտե,Committee for regulation of nuclear safety of the Republic of Armenia,GOVERNMENTAL,2020,29,74066041,25,70776441,86.21,95.56,683864729,642878078,94.01,49
02705793,ՀՀ  միջուկային անվտանգության կարգավորման  կոմիտե,Committee for regulation of nuclear safety of the Republic of Armenia,GOVERNMENTAL,2021,30,83848014,25,71302064,83.33,85.04,683864729,642878078,94.01,49
02705793,ՀՀ  միջուկային անվտանգության կարգավորման  կոմիտե,Committee for regulation of nuclear safety of the Republic of Armenia,GOVERNMENTAL,2022,29,74757063,27,70548106,93.1,94.37,683864729,642878078,94.01,49
02705793,ՀՀ  միջուկային անվտանգության կարգավորման  կոմիտե,Committee for regulation of nuclear safety of the Republic of Armenia,GOVERNMENTAL,2023,27,76726563,25,71905723,92.59,93.72,683864729,642878078,94.01,49
02705793,ՀՀ  միջուկային անվտանգության կարգավորման  կոմիտե,Committee for regulation of nuclear safety of the Republic of Armenia,GOVERNMENTAL,2024,21,75805264,19,74662064,90.48,98.49,683864729,642878078,94.01,49
02705793,ՀՀ  միջուկային անվտանգության կարգավորման  կոմիտե,Committee for regulation of nuclear safety of the Republic of Armenia,GOVERNMENTAL,2025,20,72428738,18,71337138,90,98.49,683864729,642878078,94.01,49
02705793,ՀՀ  միջուկային անվտանգության կարգավորման  կոմիտե,Committee for regulation of nuclear safety of the Republic of Armenia,GOVERNMENTAL,2026,15,71609786,14,70609790,93.33,98.6,683864729,642878078,94.01,49
01538354,Մրցակցության և սպառողների շահերի պաշտպանության հանձնաժողով,Competition and Consumer Protection Commission,GOVERNMENTAL,2018,62,37110411,42,12156151,67.74,32.76,590481818,459260392,77.78,50
01538354,Մրցակցության և սպառողների շահերի պաշտպանության հանձնաժողով,Competition and Consumer Protection Commission,GOVERNMENTAL,2019,58,31641340,40,9209720,68.97,29.11,590481818,459260392,77.78,50
01538354,Մրցակցության և սպառողների շահերի պաշտպանության հանձնաժողով,Competition and Consumer Protection Commission,GOVERNMENTAL,2020,81,52469787,69,42311158,85.19,80.64,590481818,459260392,77.78,50
01538354,Մրցակցության և սպառողների շահերի պաշտպանության հանձնաժողով,Competition and Consumer Protection Commission,GOVERNMENTAL,2021,75,74802794,60,60579172,80,80.99,590481818,459260392,77.78,50
01538354,Մրցակցության և սպառողների շահերի պաշտպանության հանձնաժողով,Competition and Consumer Protection Commission,GOVERNMENTAL,2022,61,69235802,51,62063202,83.61,89.64,590481818,459260392,77.78,50
01538354,Մրցակցության և սպառողների շահերի պաշտպանության հանձնաժողով,Competition and Consumer Protection Commission,GOVERNMENTAL,2023,58,88892478,42,70739638,72.41,79.58,590481818,459260392,77.78,50
01538354,Մրցակցության և սպառողների շահերի պաշտպանության հանձնաժողով,Competition and Consumer Protection Commission,GOVERNMENTAL,2024,55,76634574,45,67399854,81.82,87.95,590481818,459260392,77.78,50
01538354,Մրցակցության և սպառողների շահերի պաշտպանության հանձնաժողով,Competition and Consumer Protection Commission,GOVERNMENTAL,2025,50,82050692,41,62801357,82,76.54,590481818,459260392,77.78,50
01538354,Մրցակցության և սպառողների շահերի պաշտպանության հանձնաժողով,Competition and Consumer Protection Commission,GOVERNMENTAL,2026,49,77643939,41,72000139,83.67,92.73,590481818,459260392,77.78,50
05507437,ՀՀ Շիրակի մարզպետի աշխատակազմ,Staﬀ of Shirak Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2018,39,59496462,28,39564200,71.79,66.5,5455054815,554487472,10.16,51
05507437,ՀՀ Շիրակի մարզպետի աշխատակազմ,Staﬀ of Shirak Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2019,53,45338153,24,21582300,45.28,47.6,5455054815,554487472,10.16,51
05507437,ՀՀ Շիրակի մարզպետի աշխատակազմ,Staﬀ of Shirak Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2020,44,95307452,41,47061052,93.18,49.38,5455054815,554487472,10.16,51
05507437,ՀՀ Շիրակի մարզպետի աշխատակազմ,Staﬀ of Shirak Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2021,240,286723887,52,30099986,21.67,10.5,5455054815,554487472,10.16,51
05507437,ՀՀ Շիրակի մարզպետի աշխատակազմ,Staﬀ of Shirak Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2022,210,494900545,57,35450395,27.14,7.16,5455054815,554487472,10.16,51
05507437,ՀՀ Շիրակի մարզպետի աշխատակազմ,Staﬀ of Shirak Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2023,440,1284978535,127,186233759,28.86,14.49,5455054815,554487472,10.16,51
05507437,ՀՀ Շիրակի մարզպետի աշխատակազմ,Staﬀ of Shirak Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2024,301,1250615631,44,52570031,14.62,4.2,5455054815,554487472,10.16,51
05507437,ՀՀ Շիրակի մարզպետի աշխատակազմ,Staﬀ of Shirak Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2025,107,840958616,54,111537259,50.47,13.26,5455054815,554487472,10.16,51
05507437,ՀՀ Շիրակի մարզպետի աշխատակազմ,Staﬀ of Shirak Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2026,63,1096735534,46,30388490,73.02,2.77,5455054815,554487472,10.16,51
05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,Staff of Aragatsotn Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2018,19,13195138,14,2848300,73.68,21.59,4166882402,603304023,14.48,52
05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,Staff of Aragatsotn Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2019,49,80513529,29,54594100,59.18,67.81,4166882402,603304023,14.48,52
05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,Staff of Aragatsotn Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2020,40,51239987,27,26973860,67.5,52.64,4166882402,603304023,14.48,52
05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,Staff of Aragatsotn Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2021,164,33337996,16,3809000,9.76,11.43,4166882402,603304023,14.48,52
05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,Staff of Aragatsotn Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2022,171,698074806,20,6213600,11.7,0.89,4166882402,603304023,14.48,52
05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,Staff of Aragatsotn Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2023,250,461605328,114,317552352,45.6,68.79,4166882402,603304023,14.48,52
05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,Staff of Aragatsotn Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2024,189,970518305,21,85302200,11.11,8.79,4166882402,603304023,14.48,52
05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,Staff of Aragatsotn Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2025,107,974096321,32,36906739,29.91,3.79,4166882402,603304023,14.48,52
05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,Staff of Aragatsotn Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2026,46,884300992,28,69103872,60.87,7.81,4166882402,603304023,14.48,52
01204231,Քաղաքացիական ավիացիայի կոմիտե,Civil aviation committee,GOVERNMENTAL,2018,87,73706576,28,5253595,32.18,7.13,660506837,471705712,71.42,53
01204231,Քաղաքացիական ավիացիայի կոմիտե,Civil aviation committee,GOVERNMENTAL,2019,66,24952356,48,20946782,72.73,83.95,660506837,471705712,71.42,53
01204231,Քաղաքացիական ավիացիայի կոմիտե,Civil aviation committee,GOVERNMENTAL,2020,142,109179475,113,88327961,79.58,80.9,660506837,471705712,71.42,53
01204231,Քաղաքացիական ավիացիայի կոմիտե,Civil aviation committee,GOVERNMENTAL,2021,120,84580353,97,29224143,80.83,34.55,660506837,471705712,71.42,53
01204231,Քաղաքացիական ավիացիայի կոմիտե,Civil aviation committee,GOVERNMENTAL,2022,112,55677368,98,45754872,87.5,82.18,660506837,471705712,71.42,53
01204231,Քաղաքացիական ավիացիայի կոմիտե,Civil aviation committee,GOVERNMENTAL,2023,134,112058132,113,105052321,84.33,93.75,660506837,471705712,71.42,53
01204231,Քաղաքացիական ավիացիայի կոմիտե,Civil aviation committee,GOVERNMENTAL,2024,176,107038098,149,96327421,84.66,89.99,660506837,471705712,71.42,53
01204231,Քաղաքացիական ավիացիայի կոմիտե,Civil aviation committee,GOVERNMENTAL,2025,138,59240752,111,47334585,80.43,79.9,660506837,471705712,71.42,53
01204231,Քաղաքացիական ավիացիայի կոմիտե,Civil aviation committee,GOVERNMENTAL,2026,62,34073728,60,33484032,96.77,98.27,660506837,471705712,71.42,53
01547732,«Էլեկտրաէներգետիկական համակարգի օպերատոր» ՓԲԸ,,OTHER,2024,1,795210,0,0,0,0,209153340,174444100,83.4,54
01547732,«Էլեկտրաէներգետիկական համակարգի օպերատոր» ՓԲԸ,,OTHER,2025,21,30769890,7,2284000,33.33,7.42,209153340,174444100,83.4,54
01547732,«Էլեկտրաէներգետիկական համակարգի օպերատոր» ՓԲԸ,,OTHER,2026,9,177588240,5,172160100,55.56,96.94,209153340,174444100,83.4,54
01506928,«Երևանի պետական համալսարան» հիմնադրամ,,OTHER,2018,32,32723219,0,0,0,0,7468970162,488733778,6.54,55
01506928,«Երևանի պետական համալսարան» հիմնադրամ,,OTHER,2019,89,273466707,1,25848000,1.12,9.45,7468970162,488733778,6.54,55
01506928,«Երևանի պետական համալսարան» հիմնադրամ,,OTHER,2020,93,487401531,0,0,0,0,7468970162,488733778,6.54,55
01506928,«Երևանի պետական համալսարան» հիմնադրամ,,OTHER,2021,100,727861487,0,0,0,0,7468970162,488733778,6.54,55
01506928,«Երևանի պետական համալսարան» հիմնադրամ,,OTHER,2022,229,1280518942,17,38774347,7.42,3.03,7468970162,488733778,6.54,55
01506928,«Երևանի պետական համալսարան» հիմնադրամ,,OTHER,2023,329,2022469244,90,254962531,27.36,12.61,7468970162,488733778,6.54,55
01506928,«Երևանի պետական համալսարան» հիմնադրամ,,OTHER,2024,348,1042859506,69,83224434,19.83,7.98,7468970162,488733778,6.54,55
01506928,«Երևանի պետական համալսարան» հիմնադրամ,,OTHER,2025,286,628642525,48,82747388,16.78,13.16,7468970162,488733778,6.54,55
01506928,«Երևանի պետական համալսարան» հիմնադրամ,,OTHER,2026,351,973027001,6,3177078,1.71,0.33,7468970162,488733778,6.54,55
09430281,ՀՀ Սյունիքի մարզպետի աշխատակազմ,Staff of Syunik Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2018,25,14098241,19,4827716,76,34.24,7404293026,1434627402,19.38,56
09430281,ՀՀ Սյունիքի մարզպետի աշխատակազմ,Staff of Syunik Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2019,31,38919215,22,9375106,70.97,24.09,7404293026,1434627402,19.38,56
09430281,ՀՀ Սյունիքի մարզպետի աշխատակազմ,Staff of Syunik Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2020,47,55522576,39,37454316,82.98,67.46,7404293026,1434627402,19.38,56
09430281,ՀՀ Սյունիքի մարզպետի աշխատակազմ,Staff of Syunik Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2021,162,780342267,33,151191196,20.37,19.37,7404293026,1434627402,19.38,56
09430281,ՀՀ Սյունիքի մարզպետի աշխատակազմ,Staff of Syunik Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2022,167,1333799099,38,16699268,22.75,1.25,7404293026,1434627402,19.38,56
09430281,ՀՀ Սյունիքի մարզպետի աշխատակազմ,Staff of Syunik Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2023,373,2513837811,245,1047396094,65.68,41.67,7404293026,1434627402,19.38,56
09430281,ՀՀ Սյունիքի մարզպետի աշխատակազմ,Staff of Syunik Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2024,203,1194745378,25,17105236,12.32,1.43,7404293026,1434627402,19.38,56
09430281,ՀՀ Սյունիքի մարզպետի աշխատակազմ,Staff of Syunik Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2025,79,749417034,34,142102121,43.04,18.96,7404293026,1434627402,19.38,56
09430281,ՀՀ Սյունիքի մարզպետի աշխատակազմ,Staff of Syunik Marzpet of tհe Republic of Armenia,GOVERNMENTAL,2026,33,723611404,15,8476349,45.45,1.17,7404293026,1434627402,19.38,56
00171676,Կոռուպցիայի կանխարգելման հանձնաժողով,Corruption Prevention Commission,GOVERNMENTAL,2018,26,4558333,12,2457622,46.15,53.91,302924314,225369159,74.4,57
00171676,Կոռուպցիայի կանխարգելման հանձնաժողով,Corruption Prevention Commission,GOVERNMENTAL,2019,11,2637571,7,1069492,63.64,40.55,302924314,225369159,74.4,57
00171676,Կոռուպցիայի կանխարգելման հանձնաժողով,Corruption Prevention Commission,GOVERNMENTAL,2020,33,8394740,33,8394740,100,100,302924314,225369159,74.4,57
00171676,Կոռուպցիայի կանխարգելման հանձնաժողով,Corruption Prevention Commission,GOVERNMENTAL,2021,70,14043223,67,13469413,95.71,95.91,302924314,225369159,74.4,57
00171676,Կոռուպցիայի կանխարգելման հանձնաժողով,Corruption Prevention Commission,GOVERNMENTAL,2022,83,30905380,73,14450239,87.95,46.76,302924314,225369159,74.4,57
00171676,Կոռուպցիայի կանխարգելման հանձնաժողով,Corruption Prevention Commission,GOVERNMENTAL,2023,50,29522658,50,29522658,100,100,302924314,225369159,74.4,57
00171676,Կոռուպցիայի կանխարգելման հանձնաժողով,Corruption Prevention Commission,GOVERNMENTAL,2024,55,32259347,54,31059347,98.18,96.28,302924314,225369159,74.4,57
00171676,Կոռուպցիայի կանխարգելման հանձնաժողով,Corruption Prevention Commission,GOVERNMENTAL,2025,41,21339599,40,20889599,97.56,97.89,302924314,225369159,74.4,57
00171676,Կոռուպցիայի կանխարգելման հանձնաժողով,Corruption Prevention Commission,GOVERNMENTAL,2026,27,159263463,22,104056050,81.48,65.34,302924314,225369159,74.4,57
00061508,ՀՀ հաշվեքննիչ պալատ,Audit chamber of the Republic of Armenia,GOVERNMENTAL,2018,84,42615126,50,9264610,59.52,21.74,508001485,229647802,45.21,58
00061508,ՀՀ հաշվեքննիչ պալատ,Audit chamber of the Republic of Armenia,GOVERNMENTAL,2019,75,62081083,49,32758527,65.33,52.77,508001485,229647802,45.21,58
00061508,ՀՀ հաշվեքննիչ պալատ,Audit chamber of the Republic of Armenia,GOVERNMENTAL,2020,59,73604460,39,30370420,66.1,41.26,508001485,229647802,45.21,58
00061508,ՀՀ հաշվեքննիչ պալատ,Audit chamber of the Republic of Armenia,GOVERNMENTAL,2021,52,45914330,35,9314340,67.31,20.29,508001485,229647802,45.21,58
00061508,ՀՀ հաշվեքննիչ պալատ,Audit chamber of the Republic of Armenia,GOVERNMENTAL,2022,44,20366943,30,8165930,68.18,40.09,508001485,229647802,45.21,58
00061508,ՀՀ հաշվեքննիչ պալատ,Audit chamber of the Republic of Armenia,GOVERNMENTAL,2023,55,28413765,46,15278770,83.64,53.77,508001485,229647802,45.21,58
00061508,ՀՀ հաշվեքննիչ պալատ,Audit chamber of the Republic of Armenia,GOVERNMENTAL,2024,62,124913994,45,27254370,72.58,21.82,508001485,229647802,45.21,58
00061508,ՀՀ հաշվեքննիչ պալատ,Audit chamber of the Republic of Armenia,GOVERNMENTAL,2025,77,40986615,66,34060305,85.71,83.1,508001485,229647802,45.21,58
00061508,ՀՀ հաշվեքննիչ պալատ,Audit chamber of the Republic of Armenia,GOVERNMENTAL,2026,56,69105170,52,63180530,92.86,91.43,508001485,229647802,45.21,58
05539526,«Գյումրու բժշկական կենտրոն» ՓԲԸ,,OTHER,2018,98,170119685,28,6937600,28.57,4.08,4461479135,131219225,2.94,59
05539526,«Գյումրու բժշկական կենտրոն» ՓԲԸ,,OTHER,2019,32,15146360,21,4738550,65.63,31.29,4461479135,131219225,2.94,59
05539526,«Գյումրու բժշկական կենտրոն» ՓԲԸ,,OTHER,2020,6,5419245,4,816000,66.67,15.06,4461479135,131219225,2.94,59
05539526,«Գյումրու բժշկական կենտրոն» ՓԲԸ,,OTHER,2021,63,105104682,24,6476460,38.1,6.16,4461479135,131219225,2.94,59
05539526,«Գյումրու բժշկական կենտրոն» ՓԲԸ,,OTHER,2022,60,565928478,0,0,0,0,4461479135,131219225,2.94,59
05539526,«Գյումրու բժշկական կենտրոն» ՓԲԸ,,OTHER,2023,3,1121640,0,0,0,0,4461479135,131219225,2.94,59
05539526,«Գյումրու բժշկական կենտրոն» ՓԲԸ,,OTHER,2024,142,875474314,1,42480000,0.7,4.85,4461479135,131219225,2.94,59
05539526,«Գյումրու բժշկական կենտրոն» ՓԲԸ,,OTHER,2025,290,1241842394,94,26763090,32.41,2.16,4461479135,131219225,2.94,59
05539526,«Գյումրու բժշկական կենտրոն» ՓԲԸ,,OTHER,2026,283,1481322337,55,43007525,19.43,2.9,4461479135,131219225,2.94,59
00183253,ՀՀ պետական վերահսկողական ծառայություն,State Supervision Service of the Republic of Armenia,GOVERNMENTAL,2018,46,38346543,32,15291980,69.57,39.88,504644976,312105963,61.85,60
00183253,ՀՀ պետական վերահսկողական ծառայություն,State Supervision Service of the Republic of Armenia,GOVERNMENTAL,2019,120,63850606,95,37224157,79.17,58.3,504644976,312105963,61.85,60
00183253,ՀՀ պետական վերահսկողական ծառայություն,State Supervision Service of the Republic of Armenia,GOVERNMENTAL,2020,92,64029543,76,39813445,82.61,62.18,504644976,312105963,61.85,60
00183253,ՀՀ պետական վերահսկողական ծառայություն,State Supervision Service of the Republic of Armenia,GOVERNMENTAL,2021,73,51505842,61,33599420,83.56,65.23,504644976,312105963,61.85,60
00183253,ՀՀ պետական վերահսկողական ծառայություն,State Supervision Service of the Republic of Armenia,GOVERNMENTAL,2022,86,59574979,72,36420334,83.72,61.13,504644976,312105963,61.85,60
00183253,ՀՀ պետական վերահսկողական ծառայություն,State Supervision Service of the Republic of Armenia,GOVERNMENTAL,2023,92,61836467,65,41831238,70.65,67.65,504644976,312105963,61.85,60
00183253,ՀՀ պետական վերահսկողական ծառայություն,State Supervision Service of the Republic of Armenia,GOVERNMENTAL,2024,87,61450663,63,41848840,72.41,68.1,504644976,312105963,61.85,60
00183253,ՀՀ պետական վերահսկողական ծառայություն,State Supervision Service of the Republic of Armenia,GOVERNMENTAL,2025,66,61881031,43,38207628,65.15,61.74,504644976,312105963,61.85,60
00183253,ՀՀ պետական վերահսկողական ծառայություն,State Supervision Service of the Republic of Armenia,GOVERNMENTAL,2026,38,42169303,22,27868921,57.89,66.09,504644976,312105963,61.85,60
01501898,«Հայաստանի հեռուստատեսային և ռադիոհաղորդիչ ցանց» ՓԲԸ,,OTHER,2018,177,233412653,129,25730402,72.88,11.02,2878641136,716966795,24.91,61
01501898,«Հայաստանի հեռուստատեսային և ռադիոհաղորդիչ ցանց» ՓԲԸ,,OTHER,2019,231,188810132,161,19859311,69.7,10.52,2878641136,716966795,24.91,61
01501898,«Հայաստանի հեռուստատեսային և ռադիոհաղորդիչ ցանց» ՓԲԸ,,OTHER,2020,230,121096048,193,25615732,83.91,21.15,2878641136,716966795,24.91,61
01501898,«Հայաստանի հեռուստատեսային և ռադիոհաղորդիչ ցանց» ՓԲԸ,,OTHER,2021,183,608111026,158,482706998,86.34,79.38,2878641136,716966795,24.91,61
01501898,«Հայաստանի հեռուստատեսային և ռադիոհաղորդիչ ցանց» ՓԲԸ,,OTHER,2022,144,106812449,113,31312101,78.47,29.32,2878641136,716966795,24.91,61
01501898,«Հայաստանի հեռուստատեսային և ռադիոհաղորդիչ ցանց» ՓԲԸ,,OTHER,2023,145,166746280,102,25631015,70.34,15.37,2878641136,716966795,24.91,61
01501898,«Հայաստանի հեռուստատեսային և ռադիոհաղորդիչ ցանց» ՓԲԸ,,OTHER,2024,151,101920563,123,19654864,81.46,19.28,2878641136,716966795,24.91,61
01501898,«Հայաստանի հեռուստատեսային և ռադիոհաղորդիչ ցանց» ՓԲԸ,,OTHER,2025,192,1003384985,140,40532223,72.92,4.04,2878641136,716966795,24.91,61
01501898,«Հայաստանի հեռուստատեսային և ռադիոհաղորդիչ ցանց» ՓԲԸ,,OTHER,2026,168,348347001,148,45924149,88.1,13.18,2878641136,716966795,24.91,61
00542809,Առողջության համընդհանուր ապահովագրության հիմնադրամ,Universal Health Insurance Fund,OTHER,2025,3,73487729,2,70584950,66.67,96.05,288808742,99287031,34.38,62
00542809,Առողջության համընդհանուր ապահովագրության հիմնադրամ,Universal Health Insurance Fund,OTHER,2026,111,215321013,51,28702081,45.95,13.33,288808742,99287031,34.38,62
06601125,Ալավերդու համայնքապետարան,Alaverdi community municipality,URBAN,2018,8,49489500,1,304500,12.5,0.62,3315734512,109666451,3.31,63
06601125,Ալավերդու համայնքապետարան,Alaverdi community municipality,URBAN,2019,11,82119540,0,0,0,0,3315734512,109666451,3.31,63
06601125,Ալավերդու համայնքապետարան,Alaverdi community municipality,URBAN,2020,3,4675000,0,0,0,0,3315734512,109666451,3.31,63
06601125,Ալավերդու համայնքապետարան,Alaverdi community municipality,URBAN,2021,29,380310847,5,10028333,17.24,2.64,3315734512,109666451,3.31,63
06601125,Ալավերդու համայնքապետարան,Alaverdi community municipality,URBAN,2022,11,346308685,1,670000,9.09,0.19,3315734512,109666451,3.31,63
06601125,Ալավերդու համայնքապետարան,Alaverdi community municipality,URBAN,2023,24,1198226318,0,0,0,0,3315734512,109666451,3.31,63
06601125,Ալավերդու համայնքապետարան,Alaverdi community municipality,URBAN,2024,68,204699385,27,95487420,39.71,46.65,3315734512,109666451,3.31,63
06601125,Ալավերդու համայնքապետարան,Alaverdi community municipality,URBAN,2025,26,399251197,3,3176198,11.54,0.8,3315734512,109666451,3.31,63
06601125,Ալավերդու համայնքապետարան,Alaverdi community municipality,URBAN,2026,8,650654040,0,0,0,0,3315734512,109666451,3.31,63
01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,Ministry of labor and social Affairs of the Republic of Armenia,GOVERNMENTAL,2018,159,1694371231,66,791540750,41.51,46.72,49559482635,1613772702,3.26,64
01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,Ministry of labor and social Affairs of the Republic of Armenia,GOVERNMENTAL,2019,180,487926738,74,224916771,41.11,46.1,49559482635,1613772702,3.26,64
01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,Ministry of labor and social Affairs of the Republic of Armenia,GOVERNMENTAL,2020,103,253809127,35,9029701,33.98,3.56,49559482635,1613772702,3.26,64
01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,Ministry of labor and social Affairs of the Republic of Armenia,GOVERNMENTAL,2021,94,209329520,42,51474278,44.68,24.59,49559482635,1613772702,3.26,64
01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,Ministry of labor and social Affairs of the Republic of Armenia,GOVERNMENTAL,2022,233,7032754271,34,170874204,14.59,2.43,49559482635,1613772702,3.26,64
01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,Ministry of labor and social Affairs of the Republic of Armenia,GOVERNMENTAL,2023,232,8641105583,62,272902531,26.72,3.16,49559482635,1613772702,3.26,64
01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,Ministry of labor and social Affairs of the Republic of Armenia,GOVERNMENTAL,2024,240,9149580112,41,18703380,17.08,0.2,49559482635,1613772702,3.26,64
01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,Ministry of labor and social Affairs of the Republic of Armenia,GOVERNMENTAL,2025,241,11465486993,65,40616661,26.97,0.35,49559482635,1613772702,3.26,64
01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,Ministry of labor and social Affairs of the Republic of Armenia,GOVERNMENTAL,2026,225,10625119061,31,33714425,13.78,0.32,49559482635,1613772702,3.26,64
09001192,Ջերմուկի համայնքապետարան,Jermuk community municipality,URBAN,2018,2,48360000,0,0,0,0,1418806210,183541375,12.94,65
09001192,Ջերմուկի համայնքապետարան,Jermuk community municipality,URBAN,2019,25,106983510,16,6561710,64,6.13,1418806210,183541375,12.94,65
09001192,Ջերմուկի համայնքապետարան,Jermuk community municipality,URBAN,2020,86,286260805,59,17160125,68.6,5.99,1418806210,183541375,12.94,65
09001192,Ջերմուկի համայնքապետարան,Jermuk community municipality,URBAN,2021,84,110028582,72,22536199,85.71,20.48,1418806210,183541375,12.94,65
09001192,Ջերմուկի համայնքապետարան,Jermuk community municipality,URBAN,2022,80,111335017,56,22493777,70,20.2,1418806210,183541375,12.94,65
09001192,Ջերմուկի համայնքապետարան,Jermuk community municipality,URBAN,2023,96,271999139,66,23446448,68.75,8.62,1418806210,183541375,12.94,65
09001192,Ջերմուկի համայնքապետարան,Jermuk community municipality,URBAN,2024,60,109028682,51,21557488,85,19.77,1418806210,183541375,12.94,65
09001192,Ջերմուկի համայնքապետարան,Jermuk community municipality,URBAN,2025,37,115630668,22,7207128,59.46,6.23,1418806210,183541375,12.94,65
09001192,Ջերմուկի համայնքապետարան,Jermuk community municipality,URBAN,2026,24,259179808,12,62578500,50,24.14,1418806210,183541375,12.94,65
00018357,ՀՀ սահմանադրական դատարան,constitutional court Of The Republic of Armenia,GOVERNMENTAL,2018,125,66092926,103,20773430,82.4,31.43,457928120,203657095,44.47,66
00018357,ՀՀ սահմանադրական դատարան,constitutional court Of The Republic of Armenia,GOVERNMENTAL,2019,150,64974688,109,25493959,72.67,39.24,457928120,203657095,44.47,66
00018357,ՀՀ սահմանադրական դատարան,constitutional court Of The Republic of Armenia,GOVERNMENTAL,2020,101,27300322,93,10911942,92.08,39.97,457928120,203657095,44.47,66
00018357,ՀՀ սահմանադրական դատարան,constitutional court Of The Republic of Armenia,GOVERNMENTAL,2021,212,35882767,203,18830667,95.75,52.48,457928120,203657095,44.47,66
